row_id,order_id,order_date,customer_id,segment,region_code,product_code,quantity,sales,discount,profit
2433,MX-2014-JM1558039-41879,2022-08-28,JM-1558039,Consumer,R0980,P002901,2,82.00,0.00,8.20
2434,MX-2012-JO1528051-41198,2020-10-16,JO-1528051,Consumer,R1567,P000871,1,2.00,0.00,0.20
2435,MX-2012-JO1528051-41198,2020-10-16,JO-1528051,Consumer,R1567,P005773,2,12.00,0.00,1.80
2436,MX-2014-RM1937551-41913,2022-10-01,RM-1937551,Consumer,R1575,P013918,2,396.00,0.00,198.00
2437,MX-2014-RM1937551-41913,2022-10-01,RM-1937551,Consumer,R1575,P000813,4,200.00,0.00,100.00
2438,MX-2015-JL1517593-42328,2023-11-20,JL-1517593,Self-Employed,R2378,P003157,2,64.00,0.00,6.27
2439,MX-2015-JL1517593-42328,2023-11-20,JL-1517593,Self-Employed,R2378,P000364,3,63.00,0.00,25.20
2440,MX-2014-AR1040582-41821,2022-07-01,AR-1040582,Corporate,R2140,P002919,3,33.00,0.00,3.30
2441,MX-2014-AR1040582-41821,2022-07-01,AR-1040582,Corporate,R2140,P002290,19,589.00,0.00,58.90
2442,MX-2014-AR1040582-41821,2022-07-01,AR-1040582,Corporate,R2140,P001502,9,162.00,0.00,15.88
2443,US-2014-CV122955-41859,2022-08-08,CV-122955,Consumer,R0070,P000692,4,100.00,0.40,-30.20
2444,MX-2014-CC1243082-41976,2022-12-03,CC-1243082,Self-Employed,R2201,P001582,1,11.00,0.00,5.50
2445,MX-2013-EA1403582-41542,2021-09-25,EA-1403582,Corporate,R2213,P007316,4,476.00,0.20,142.80
2446,US-2015-JD1601598-42036,2023-02-01,JD-1601598,Consumer,R2447,P001546,2,32.00,0.40,0.00
2447,US-2015-JD1601598-42036,2023-02-01,JD-1601598,Consumer,R2447,P002073,2,16.00,0.40,-4.80
2448,US-2015-JD1601598-42036,2023-02-01,JD-1601598,Consumer,R2447,P008138,4,712.00,0.40,-178.00
2449,MX-2013-EH1418582-41452,2021-06-27,EH-1418582,Consumer,R2164,P000417,1,20.00,0.00,10.00
2450,MX-2013-EH1418582-41452,2021-06-27,EH-1418582,Consumer,R2164,P000198,3,42.00,0.00,21.00
2451,MX-2013-EH1418582-41452,2021-06-27,EH-1418582,Consumer,R2164,P003687,3,45.00,0.00,4.50
2452,MX-2014-ML1826555-41823,2022-07-03,ML-1826555,Consumer,R1584,P000152,7,189.00,0.40,-56.70
2453,MX-2014-ML1826555-41823,2022-07-03,ML-1826555,Consumer,R1584,P002142,4,48.00,0.40,4.80
2454,MX-2014-ML1826555-41823,2022-07-03,ML-1826555,Consumer,R1584,P002840,5,75.00,0.40,-22.50
2455,MX-2015-AF1088531-42165,2023-06-10,AF-1088531,Consumer,R0901,P008780,4,172.00,0.00,17.20
2456,MX-2012-YC2189582-41264,2020-12-21,YC-2189582,Corporate,R2154,P000444,5,100.00,0.00,10.00
2457,US-2012-AH1046536-41234,2020-11-21,AH-1046536,Consumer,R0927,P000216,1,28.00,0.20,-1.40
2458,MX-2012-HP1481536-41138,2020-08-17,HP-1481536,Self-Employed,R0926,P000035,4,56.00,0.20,16.80
2459,MX-2012-HP1481536-41138,2020-08-17,HP-1481536,Self-Employed,R0926,P001294,1,11.00,0.20,-1.10
2460,US-2013-CB1241555-41520,2021-09-03,CB-1241555,Consumer,R1585,P001615,7,126.00,0.40,-37.80
2461,US-2013-PC1874555-41427,2021-06-02,PC-1874555,Corporate,R1584,P000297,3,588.00,0.40,58.80
2462,US-2013-PC1874555-41427,2021-06-02,PC-1874555,Corporate,R1584,P002901,10,410.00,0.40,41.00
2463,MX-2012-LS1724528-40999,2020-03-31,LS-1724528,Consumer,R0813,P002362,2,298.00,0.00,149.00
2464,MX-2012-LS1724528-40999,2020-03-31,LS-1724528,Consumer,R0813,P000558,1,9.00,0.00,0.90
2465,MX-2012-LS1724528-40999,2020-03-31,LS-1724528,Consumer,R0813,P000680,5,75.00,0.00,37.50
2466,MX-2012-MP1817518-41012,2020-04-13,MP-1817518,Self-Employed,R0217,P000216,4,112.00,0.00,16.80
2467,US-2014-BW111105-41965,2022-11-22,BW-111105,Corporate,R0048,P000459,14,2590.00,0.40,-777.00
2468,US-2014-BW111105-41965,2022-11-22,BW-111105,Corporate,R0048,P000612,2,82.00,0.40,-20.50
2469,US-2014-BW111105-41965,2022-11-22,BW-111105,Corporate,R0048,P000569,12,36.00,0.40,3.60
2470,MX-2012-ER1385531-41068,2020-06-08,ER-1385531,Corporate,R0904,P001727,17,306.00,0.00,45.90
2471,MX-2014-CR1282093-41930,2022-10-18,CR-1282093,Self-Employed,R2378,P005605,4,12.00,0.00,6.00
2472,MX-2014-TH2155036-41731,2022-04-02,TH-2155036,Self-Employed,R0927,P000189,2,44.00,0.20,13.20
2473,MX-2014-DG1330082-41878,2022-08-27,DG-1330082,Corporate,R2134,P000511,8,136.00,0.00,68.00
2474,US-2014-CC1237082-41906,2022-09-24,CC-1237082,Consumer,R2191,P006729,2,8.00,0.20,2.40
2475,US-2014-CC1237082-41906,2022-09-24,CC-1237082,Consumer,R2191,P001330,2,24.00,0.00,3.60
2476,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P002477,14,308.00,0.00,123.20
2477,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P000931,19,171.00,0.00,17.10
2478,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P000746,16,1120.00,0.00,112.00
2479,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P002383,3,99.00,0.00,39.60
2480,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P003339,10,300.00,0.00,30.00
2481,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P001484,10,1840.00,0.00,736.00
2482,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P004874,10,350.00,0.00,140.00
2483,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P005116,13,650.00,0.00,260.00
2484,MX-2015-YS2188031-42244,2023-08-28,YS-2188031,Corporate,R0909,P003214,4,784.00,0.00,78.40
2485,MX-2013-TS2161082-41318,2021-02-13,TS-2161082,Consumer,R2148,P000473,3,27.00,0.00,2.70
2486,MX-2013-TS2161082-41318,2021-02-13,TS-2161082,Consumer,R2148,P000415,2,66.00,0.00,33.00
2487,MX-2013-TS2161082-41318,2021-02-13,TS-2161082,Consumer,R2148,P000573,6,132.00,0.00,13.20
2488,MX-2013-TS2161082-41318,2021-02-13,TS-2161082,Consumer,R2148,P002821,3,9.00,0.00,4.50
2489,MX-2012-CK1276082-41165,2020-09-13,CK-1276082,Corporate,R2225,P001783,14,112.00,0.00,10.98
2490,MX-2012-CK1276082-41165,2020-09-13,CK-1276082,Corporate,R2225,P001295,4,48.00,0.00,24.00
2491,MX-2012-CK1276082-41165,2020-09-13,CK-1276082,Corporate,R2225,P000236,16,320.00,0.40,-80.00
2492,MX-2015-AC106155-42333,2023-11-25,AC-106155,Corporate,R0038,P000600,16,1136.00,0.40,-284.00
2493,MX-2015-AC106155-42333,2023-11-25,AC-106155,Corporate,R0038,P000763,16,1776.00,0.40,0.00
2494,MX-2013-MS1798039-41383,2021-04-19,MS-1798039,Corporate,R0975,P001190,11,176.00,0.00,26.40
2495,MX-2013-FH1436582-41628,2021-12-20,FH-1436582,Corporate,R2140,P001905,6,174.00,0.00,87.00
2496,MX-2013-FH1436582-41628,2021-12-20,FH-1436582,Corporate,R2140,P000039,15,120.00,0.00,12.00
2497,MX-2013-KT1648082-41570,2021-10-23,KT-1648082,Consumer,R2149,P005516,6,120.00,0.00,60.00
2498,MX-2013-KT1648082-41570,2021-10-23,KT-1648082,Consumer,R2149,P000616,3,12.00,0.00,6.00
2499,MX-2013-KT1648082-41570,2021-10-23,KT-1648082,Consumer,R2149,P000108,2,56.00,0.40,-14.00
2500,US-2012-NS186405-41177,2020-09-25,NS-186405,Corporate,R0038,P000765,18,882.00,0.40,88.20
2501,MX-2015-LD1685598-42327,2023-11-19,LD-1685598,Corporate,R2447,P000355,20,720.00,0.40,0.00
2502,MX-2015-SG2047082-42160,2023-06-05,SG-2047082,Consumer,R2163,P008304,8,720.00,0.00,72.00
2503,MX-2015-SG2047082-42160,2023-06-05,SG-2047082,Consumer,R2163,P002011,3,12.00,0.00,4.80
2504,US-2015-PG18820143-42349,2023-12-11,PG-18820143,Consumer,R3782,P011287,5,30.00,0.40,0.00
2505,US-2015-PG18820143-42349,2023-12-11,PG-18820143,Consumer,R3782,P000495,3,45.00,0.40,-13.50
2506,MX-2012-TB2162582-41143,2020-08-22,TB-2162582,Consumer,R2213,P011713,3,48.00,0.20,14.40
2507,MX-2013-JF1549051-41479,2021-07-24,JF-1549051,Consumer,R1567,P001071,2,48.00,0.00,4.70
2508,MX-2013-JF1549051-41479,2021-07-24,JF-1549051,Consumer,R1567,P011968,4,36.00,0.00,18.00
2509,MX-2013-JF1549051-41479,2021-07-24,JF-1549051,Consumer,R1567,P000676,9,117.00,0.00,58.50
2510,MX-2014-CM1183093-41982,2022-12-09,CM-1183093,Corporate,R2378,P005703,15,270.00,0.00,27.00
2511,MX-2014-CM1183093-41982,2022-12-09,CM-1183093,Corporate,R2378,P005351,10,230.00,0.00,115.00
2512,MX-2013-TS2134082-41566,2021-10-19,TS-2134082,Consumer,R2165,P000260,2,44.00,0.20,13.20
2513,MX-2013-TS2134082-41566,2021-10-19,TS-2134082,Consumer,R2165,P000605,3,72.00,0.00,7.20
2514,MX-2013-TS2134082-41566,2021-10-19,TS-2134082,Consumer,R2165,P000976,7,49.00,0.20,14.70
2515,MX-2015-KH1663082-42174,2023-06-19,KH-1663082,Corporate,R2138,P008228,13,195.00,0.00,78.00
2516,MX-2012-SS2087593-41116,2020-07-26,SS-2087593,Consumer,R2378,P005448,5,35.00,0.00,5.25
2517,MX-2012-SS2087593-41116,2020-07-26,SS-2087593,Consumer,R2378,P004161,1,20.00,0.00,10.00
2518,MX-2014-GH1441018-41902,2022-09-20,GH-1441018,Self-Employed,R0359,P003826,2,8.00,0.00,4.00
2519,MX-2014-GH1441018-41902,2022-09-20,GH-1441018,Self-Employed,R0359,P004919,2,54.00,0.00,8.10
2520,MX-2014-GH1441018-41902,2022-09-20,GH-1441018,Self-Employed,R0359,P004918,2,58.00,0.00,8.70
2521,MX-2014-TW2102582-41683,2022-02-13,TW-2102582,Self-Employed,R2141,P000704,2,18.00,0.00,1.80
2522,MX-2015-RH1960082-42013,2023-01-09,RH-1960082,Consumer,R2151,P000235,3,24.00,0.20,4.80
2523,MX-2013-NM1844593-41343,2021-03-10,NM-1844593,Self-Employed,R2378,P006197,1,18.00,0.00,1.80
2524,US-2013-BV11245101-41318,2021-02-13,BV-11245101,Corporate,R2466,P003937,6,240.00,0.40,24.00
2525,MX-2012-TW2102528-41076,2020-06-16,TW-2102528,Self-Employed,R0856,P002216,2,6.00,0.00,3.00
2526,US-2014-RH195105-41887,2022-09-05,RH-195105,Self-Employed,R0062,P000506,4,36.00,0.70,-7.20
2527,MX-2013-BG1103582-41480,2021-07-25,BG-1103582,Consumer,R2140,P000417,4,80.00,0.00,40.00
2528,MX-2013-BG1103582-41480,2021-07-25,BG-1103582,Consumer,R2140,P006169,2,40.00,0.00,4.00
2529,MX-2013-BG1103582-41480,2021-07-25,BG-1103582,Consumer,R2140,P000517,3,36.00,0.00,18.00
2530,MX-2013-BW1111036-41517,2021-08-31,BW-1111036,Corporate,R0932,P008464,16,192.00,0.20,-19.20
2531,MX-2013-RD1948093-41436,2021-06-11,RD-1948093,Consumer,R2378,P002654,3,21.00,0.00,10.50
2532,MX-2013-RD1948093-41436,2021-06-11,RD-1948093,Consumer,R2378,P005974,3,78.00,0.00,39.00
2533,MX-2012-AB1016551-41075,2020-06-15,AB-1016551,Consumer,R1572,P001053,3,72.00,0.00,7.20
2534,MX-2014-SG2060536-41997,2022-12-24,SG-2060536,Consumer,R0931,P000670,7,714.00,0.20,-35.70
2535,MX-2012-BD1172551-41109,2020-07-19,BD-1172551,Consumer,R1566,P003352,6,60.00,0.00,6.00
2536,MX-2012-HP1481582-41056,2020-05-27,HP-1481582,Self-Employed,R2200,P000415,4,132.00,0.00,13.20
2537,MX-2014-RD1948026-41766,2022-05-07,RD-1948026,Consumer,R0540,P000116,14,532.00,0.00,266.00
2538,MX-2014-RD1948026-41766,2022-05-07,RD-1948026,Consumer,R0540,P000095,5,75.00,0.00,7.50
2539,MX-2014-RD1948026-41766,2022-05-07,RD-1948026,Consumer,R0540,P000289,2,10.00,0.00,5.00
2540,MX-2015-CK1220598-42334,2023-11-26,CK-1220598,Consumer,R2446,P000245,6,120.00,0.40,0.00
2541,US-2014-RP1985536-41704,2022-03-06,RP-1985536,Corporate,R0935,P004057,4,148.00,0.20,-14.80
2542,MX-2014-LS1697550-41709,2022-03-11,LS-1697550,Self-Employed,R1565,P000794,2,60.00,0.00,30.00
2543,MX-2014-LS1697550-41709,2022-03-11,LS-1697550,Self-Employed,R1565,P001511,3,54.00,0.00,27.00
2544,MX-2014-LS1697550-41709,2022-03-11,LS-1697550,Self-Employed,R1565,P007717,3,51.00,0.00,25.50
2545,MX-2015-CK1276036-42283,2023-10-06,CK-1276036,Corporate,R0933,P001344,15,360.00,0.20,72.00
2546,MX-2015-JO1528082-42159,2023-06-04,JO-1528082,Consumer,R2154,P005684,3,30.00,0.00,3.00
2547,MX-2014-KN1645082-41983,2022-12-10,KN-1645082,Corporate,R2131,P001469,11,99.00,0.00,49.50
2548,MX-2014-KN1645082-41983,2022-12-10,KN-1645082,Corporate,R2131,P001264,10,360.00,0.00,36.00
2549,MX-2014-KN1645082-41983,2022-12-10,KN-1645082,Corporate,R2131,P002055,6,966.00,0.00,483.00
2550,MX-2014-KN1645082-41983,2022-12-10,KN-1645082,Corporate,R2131,P003380,6,42.00,0.20,-4.20
2551,MX-2014-KN1645082-41983,2022-12-10,KN-1645082,Corporate,R2131,P000765,10,490.00,0.20,147.00
2552,MX-2014-RL1961539-41762,2022-05-03,RL-1961539,Consumer,R0972,P001871,3,15.00,0.00,2.25
2553,MX-2014-RL1961539-41762,2022-05-03,RL-1961539,Consumer,R0972,P001034,5,95.00,0.00,9.50
2554,MX-2014-RL1961539-41762,2022-05-03,RL-1961539,Consumer,R0972,P004331,2,50.00,0.00,25.00
2555,MX-2012-DM1301593-40971,2020-03-03,DM-1301593,Consumer,R2378,P001213,8,168.00,0.00,84.00
2556,MX-2012-DM1301593-40971,2020-03-03,DM-1301593,Consumer,R2378,P000033,3,9.00,0.00,0.90
2557,MX-2014-BH1171065-41981,2022-12-08,BH-1171065,Consumer,R2006,P015526,5,35.00,0.00,5.25
2558,MX-2014-BH1171065-41981,2022-12-08,BH-1171065,Consumer,R2006,P001831,1,25.00,0.00,2.50
2559,MX-2014-BH1171065-41981,2022-12-08,BH-1171065,Consumer,R2006,P008200,3,27.00,0.00,4.05
2560,MX-2013-PO1885082-41286,2021-01-12,PO-1885082,Consumer,R2202,P000980,9,144.00,0.00,72.00
2561,US-2013-EM1381036-41459,2021-07-04,EM-1381036,Corporate,R0929,P000174,10,80.00,0.50,-28.00
2562,US-2013-EM1381036-41459,2021-07-04,EM-1381036,Corporate,R0929,P003709,14,126.00,0.20,37.80
2563,US-2013-EM1381036-41459,2021-07-04,EM-1381036,Corporate,R0929,P007777,10,1820.00,0.20,-182.00
2564,US-2015-PF1922536-42347,2023-12-09,PF-1922536,Consumer,R0927,P000903,9,81.00,0.50,-28.35
2565,MX-2014-PC1900082-41752,2022-04-23,PC-1900082,Self-Employed,R2151,P001206,4,660.00,0.00,330.00
2566,US-2014-AC10615143-41983,2022-12-10,AC-10615143,Corporate,R3791,P000414,6,114.00,0.40,11.40
2567,MX-2013-SA2083082-41465,2021-07-10,SA-2083082,Consumer,R2192,P004293,4,124.00,0.20,37.20
2568,US-2014-LW169905-41877,2022-08-26,LW-169905,Corporate,R0038,P000417,7,140.00,0.40,-42.00
2569,MX-2015-SZ2003536-42216,2023-07-31,SZ-2003536,Self-Employed,R0927,P007306,1,119.00,0.20,-11.90
2570,MX-2014-CM1244582-41829,2022-07-09,CM-1244582,Consumer,R2140,P015288,5,200.00,0.00,100.00
2571,MX-2013-BN1151593-41627,2021-12-19,BN-1151593,Consumer,R2378,P000420,9,126.00,0.00,12.60
2572,MX-2013-BN1151593-41627,2021-12-19,BN-1151593,Consumer,R2378,P001344,2,48.00,0.00,4.80
2573,US-2012-MG1820536-41195,2020-10-13,MG-1820536,Corporate,R0927,P005299,20,400.00,0.20,-40.80
2574,MX-2014-GG1465036-41808,2022-06-18,GG-1465036,Corporate,R0927,P000791,14,196.00,0.20,-9.80
2575,MX-2014-CM1181555-41916,2022-10-04,CM-1181555,Corporate,R1586,P000619,20,260.00,0.40,-65.00
2576,MX-2014-CM1181555-41916,2022-10-04,CM-1181555,Corporate,R1586,P000038,12,108.00,0.40,10.80
2577,MX-2014-CM1181555-41916,2022-10-04,CM-1181555,Corporate,R1586,P003961,11,1551.00,0.40,-465.30
2578,MX-2015-VG2179051-42185,2023-06-30,VG-2179051,Consumer,R1569,P006323,4,68.00,0.00,10.20
2579,MX-2015-VG2179051-42185,2023-06-30,VG-2179051,Consumer,R1569,P001648,3,54.00,0.00,5.40
2580,MX-2014-SV2078531-41914,2022-10-02,SV-2078531,Consumer,R0897,P000231,5,20.00,0.00,10.00
2581,MX-2012-SC2077018-40978,2020-03-10,SC-2077018,Corporate,R0421,P002074,13,182.00,0.00,91.00
2582,MX-2015-CM1193531-42264,2023-09-17,CM-1193531,Consumer,R0903,P008910,2,180.00,0.00,72.00
2583,MX-2012-BO1135039-41255,2020-12-12,BO-1135039,Corporate,R0981,P000397,6,162.00,0.00,16.20
2584,US-2015-DK128355-42312,2023-11-04,DK-128355,Corporate,R0038,P000713,6,84.00,0.70,-50.40
2585,US-2015-DK128355-42312,2023-11-04,DK-128355,Corporate,R0038,P000674,4,120.00,0.40,-36.00
2586,US-2015-DK128355-42312,2023-11-04,DK-128355,Corporate,R0038,P000551,9,135.00,0.40,0.00
2587,US-2015-BF112755-42363,2023-12-25,BF-112755,Corporate,R0047,P000347,7,98.00,0.40,0.00
2588,MX-2013-CL1189093-41438,2021-06-13,CL-1189093,Consumer,R2376,P007015,2,22.00,0.00,2.16
2589,US-2012-MJ1774054-41111,2020-07-21,MJ-1774054,Consumer,R1582,P000734,6,240.00,0.40,24.00
2590,US-2012-MJ1774054-41111,2020-07-21,MJ-1774054,Consumer,R1582,P001887,2,38.00,0.40,3.80
2591,US-2012-MJ1774054-41111,2020-07-21,MJ-1774054,Consumer,R1582,P005433,3,105.00,0.70,-57.75
2592,US-2012-MJ1774054-41111,2020-07-21,MJ-1774054,Consumer,R1582,P000841,9,36.00,0.40,3.60
2593,US-2012-MJ1774054-41111,2020-07-21,MJ-1774054,Consumer,R1582,P000235,1,8.00,0.40,-2.40
2594,US-2012-JL15175143-40921,2020-01-13,JL-15175143,Self-Employed,R3783,P002078,4,44.00,0.40,-13.20
2595,MX-2014-DP1339018-41995,2022-12-22,DP-1339018,Self-Employed,R0444,P001572,2,30.00,0.00,3.00
2596,MX-2015-SW2027539-42338,2023-11-30,SW-2027539,Consumer,R0971,P003866,3,324.00,0.00,129.60
2597,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P002310,4,36.00,0.40,0.00
2598,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P008581,1,48.00,0.40,-14.40
2599,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P000742,1,21.00,0.40,-5.25
2600,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P001364,3,30.00,0.40,-7.50
2601,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P000089,4,52.00,0.40,-15.60
2602,US-2015-HR1477098-42270,2023-09-23,HR-1477098,Self-Employed,R2446,P000603,2,10.00,0.40,-3.00
2603,US-2014-SC2038082-41975,2022-12-02,SC-2038082,Consumer,R2140,P001151,1,6.00,0.40,-1.50
2604,US-2014-SC2038082-41975,2022-12-02,SC-2038082,Consumer,R2140,P002112,3,9.00,0.40,-2.25
2605,MX-2013-AG1039031-41530,2021-09-13,AG-1039031,Consumer,R0894,P000352,1,6.00,0.00,3.00
2606,MX-2013-TS2165551-41615,2021-12-07,TS-2165551,Consumer,R1567,P001214,5,150.00,0.00,75.00
2607,MX-2013-TS2165551-41615,2021-12-07,TS-2165551,Consumer,R1567,P000160,1,9.00,0.00,4.50
2608,MX-2015-SK1999051-42020,2023-01-16,SK-1999051,Consumer,R1574,P000353,3,48.00,0.00,19.20
2609,MX-2015-SK1999051-42020,2023-01-16,SK-1999051,Consumer,R1574,P000283,3,12.00,0.00,1.20
2610,MX-2015-SK1999051-42020,2023-01-16,SK-1999051,Consumer,R1574,P002446,2,98.00,0.00,39.20
2611,US-2013-RC19825101-41622,2021-12-14,RC-19825101,Consumer,R2470,P000707,5,65.00,0.40,6.50
2612,MX-2012-MP1796528-40930,2020-01-22,MP-1796528,Corporate,R0821,P000605,10,240.00,0.00,120.00
2613,MX-2012-MP1796528-40930,2020-01-22,MP-1796528,Corporate,R0821,P000558,13,117.00,0.00,11.70
2614,US-2012-SS2059098-41256,2020-12-13,SS-2059098,Consumer,R2446,P000298,2,22.00,0.40,2.20
2615,MX-2015-RD19585143-42284,2023-10-07,RD-19585143,Consumer,R3768,P014086,5,15.00,0.40,0.00
2616,MX-2015-RD19585143-42284,2023-10-07,RD-19585143,Consumer,R3768,P001685,2,148.00,0.40,0.00
2617,MX-2014-SC2077018-41901,2022-09-19,SC-2077018,Corporate,R0235,P001213,20,420.00,0.00,63.00
2618,MX-2014-SC2077018-41901,2022-09-19,SC-2077018,Corporate,R0235,P001278,18,234.00,0.00,117.00
2619,MX-2014-SC2077018-41901,2022-09-19,SC-2077018,Corporate,R0235,P001918,18,198.00,0.00,99.00
2620,MX-2014-SC2077018-41901,2022-09-19,SC-2077018,Corporate,R0235,P000076,17,85.00,0.00,42.50
2621,MX-2013-JE1574551-41377,2021-04-13,JE-1574551,Consumer,R1569,P004506,4,120.00,0.00,60.00
2622,MX-2013-JE1574551-41377,2021-04-13,JE-1574551,Consumer,R1569,P004784,2,38.00,0.00,19.00
2623,MX-2013-JE1574551-41377,2021-04-13,JE-1574551,Consumer,R1569,P007123,3,42.00,0.00,4.20
2624,MX-2014-AG1030036-41874,2022-08-23,AG-1030036,Corporate,R0927,P000179,17,306.00,0.20,91.80
2625,US-2013-CK12760143-41468,2021-07-13,CK-12760143,Corporate,R3780,P001810,13,221.00,0.40,22.10
2626,MX-2015-Dp1324028-42153,2023-05-29,Dp-1324028,Self-Employed,R0813,P000558,4,36.00,0.00,14.40
2627,MX-2015-Dp1324028-42153,2023-05-29,Dp-1324028,Self-Employed,R0813,P002509,3,126.00,0.00,50.40
2628,MX-2015-Dp1324028-42153,2023-05-29,Dp-1324028,Self-Employed,R0813,P003304,1,17.00,0.00,6.80
2629,MX-2015-Dp1324028-42153,2023-05-29,Dp-1324028,Self-Employed,R0813,P002740,1,37.00,0.00,14.80
2630,US-2015-DL1331598-42201,2023-07-16,DL-1331598,Consumer,R2447,P006865,2,30.00,0.40,0.00
2631,US-2015-DL1331598-42201,2023-07-16,DL-1331598,Consumer,R2447,P005329,3,30.00,0.40,-9.00
2632,MX-2013-ZD2192582-41604,2021-11-26,ZD-2192582,Consumer,R2164,P000033,2,6.00,0.40,-1.50
2633,MX-2015-AJ1094518-42341,2023-12-03,AJ-1094518,Consumer,R0277,P000619,1,13.00,0.00,5.20
2634,US-2014-HD1478598-41987,2022-12-14,HD-1478598,Self-Employed,R2446,P002793,1,80.00,0.40,-24.00
2635,US-2012-PF1916582-40919,2020-01-11,PF-1916582,Consumer,R2197,P003339,5,150.00,0.20,45.00
2636,US-2012-PF1916582-40919,2020-01-11,PF-1916582,Consumer,R2197,P001236,5,200.00,0.00,20.00
2637,US-2012-PF1916582-40919,2020-01-11,PF-1916582,Consumer,R2197,P000472,10,200.00,0.00,30.00
2638,US-2012-PF1916582-40919,2020-01-11,PF-1916582,Consumer,R2197,P005299,3,60.00,0.00,30.00
2639,MX-2014-NP1870082-41935,2022-10-23,NP-1870082,Consumer,R2141,P002125,2,16.00,0.00,1.60
2640,MX-2013-TS2134082-41443,2021-06-18,TS-2134082,Consumer,R2176,P008958,2,22.00,0.00,2.20
2641,US-2012-LH1675036-41129,2020-08-08,LH-1675036,Consumer,R0927,P007172,6,66.00,0.20,-6.60
2642,US-2012-LH1675036-41129,2020-08-08,LH-1675036,Consumer,R0927,P000464,6,84.00,0.20,25.20
2643,MX-2013-ER1385518-41504,2021-08-18,ER-1385518,Corporate,R0404,P002901,7,287.00,0.00,143.50
2644,MX-2013-JH1543026-41418,2021-05-24,JH-1543026,Consumer,R0540,P004000,2,10.00,0.20,-1.00
2645,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P007912,6,54.00,0.00,5.40
2646,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P000468,1,18.00,0.00,9.00
2647,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P000338,2,20.00,0.00,10.00
2648,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P004634,2,38.00,0.00,5.70
2649,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P000738,3,27.00,0.00,2.70
2650,MX-2014-MS1736539-41780,2022-05-21,MS-1736539,Consumer,R0971,P007852,3,432.00,0.00,64.80
2651,MX-2015-DB1336018-42137,2023-05-13,DB-1336018,Self-Employed,R0256,P000619,2,26.00,0.00,2.60
2652,MX-2015-DB1336018-42137,2023-05-13,DB-1336018,Self-Employed,R0256,P001333,1,33.00,0.00,13.20
2653,MX-2015-DB1336018-42137,2023-05-13,DB-1336018,Self-Employed,R0256,P004288,4,84.00,0.00,33.60
2654,MX-2015-DB1336018-42137,2023-05-13,DB-1336018,Self-Employed,R0256,P000059,2,28.00,0.00,11.20
2655,MX-2015-DB1336018-42137,2023-05-13,DB-1336018,Self-Employed,R0256,P001381,4,108.00,0.00,16.20
2656,MX-2012-HZ1495082-41166,2020-09-14,HZ-1495082,Consumer,R2141,P000960,6,18.00,0.20,5.40
2657,MX-2012-HZ1495082-41166,2020-09-14,HZ-1495082,Consumer,R2141,P000673,1,33.00,0.00,3.23
2658,MX-2015-DN1369018-42104,2023-04-10,DN-1369018,Consumer,R0217,P005181,6,84.00,0.00,8.40
2659,MX-2014-EB1397593-41958,2022-11-15,EB-1397593,Corporate,R2382,P007193,15,735.00,0.00,367.50
2660,MX-2014-EB1397593-41958,2022-11-15,EB-1397593,Corporate,R2382,P000902,13,1027.00,0.00,102.70
2661,MX-2014-EB1397593-41958,2022-11-15,EB-1397593,Corporate,R2382,P000772,19,152.00,0.00,15.20
2662,MX-2014-EB1397593-41958,2022-11-15,EB-1397593,Corporate,R2382,P001414,20,700.00,0.00,70.00
2663,MX-2014-EB1397593-41958,2022-11-15,EB-1397593,Corporate,R2382,P000569,8,24.00,0.00,12.00
2664,US-2014-BE1141055-41791,2022-06-01,BE-1141055,Consumer,R1585,P007144,3,24.00,0.40,-7.20
2665,MX-2015-EL1373582-42316,2023-11-08,EL-1373582,Self-Employed,R2168,P000927,1,33.00,0.00,3.30
2666,MX-2015-SG2089082-42250,2023-09-03,SG-2089082,Corporate,R2244,P006892,10,70.00,0.00,28.00
2667,MX-2015-SG2089082-42250,2023-09-03,SG-2089082,Corporate,R2244,P004180,7,308.00,0.40,-77.00
